timestamp,barn_id,sensor_id,temperature,humidity,ammonia_level
2024-01-01 00:40:00,BARN001,SENSOR01_02,25.7,68.16,13.05
2024-01-01 00:41:00,BARN001,SENSOR01_03,23.13,74.15,14.25
2024-01-01 00:42:00,BARN001,SENSOR01_01,21.57,57.55,12.14
2024-01-01 00:43:00,BARN001,SENSOR01_02,22.56,69.79,16.53
2024-01-01 00:44:00,BARN001,SENSOR01_03,22.11,62.73,15.57
2024-01-01 00:45:00,BARN001,SENSOR01_01,24.7,70.0,10.55
2024-01-01 00:46:00,BARN001,SENSOR01_02,25.64,70.17,14.53
2024-01-01 00:47:00,BARN001,SENSOR01_03,26.31,67.76,12.06
2024-01-01 00:48:00,BARN001,SENSOR01_01,26.37,72.13,14.09
2024-01-01 00:49:00,BARN001,SENSOR01_02,26.15,61.76,13.78
2024-01-01 00:50:00,BARN001,SENSOR01_03,24.27,73.42,10.97
2024-01-01 00:51:00,BARN001,SENSOR01_01,23.49,64.24,14.96
2024-01-01 00:52:00,BARN001,SENSOR01_02,21.77,59.9,12.73
2024-01-01 00:53:00,BARN001,SENSOR01_03,27.04,66.22,13.34
2024-01-01 00:54:00,BARN001,SENSOR01_01,24.53,57.01,12.28
2024-01-01 00:55:00,BARN001,SENSOR01_02,24.11,68.66,13.31
2024-01-01 00:56:00,BARN001,SENSOR01_03,27.34,66.0,14.82
2024-01-01 00:57:00,BARN001,SENSOR01_01,23.23,73.37,12.52
2024-01-01 00:58:00,BARN001,SENSOR01_02,26.75,70.35,8.16
2024-01-01 00:59:00,BARN001,SENSOR01_03,25.72,60.05,13.55
2024-01-01 01:00:00,BARN001,SENSOR01_01,23.1,62.72,9.84
2024-01-01 01:01:00,BARN001,SENSOR01_02,25.06,69.43,12.9
2024-01-01 01:02:00,BARN001,SENSOR01_03,27.21,70.97,11.15
2024-01-01 01:03:00,BARN001,SENSOR01_01,26.9,72.76,11.03
2024-01-01 01:04:00,BARN001,SENSOR01_02,28.34,72.63,16.77
2024-01-01 01:05:00,BARN001,SENSOR01_03,26.07,66.02,12.98
2024-01-01 01:06:00,BARN001,SENSOR01_01,32.18,68.2,14.66
2024-01-01 01:07:00,BARN001,SENSOR01_02,23.64,72.8,13.85
2024-01-01 01:08:00,BARN001,SENSOR01_03,24.72,64.7,12.47
2024-01-01 01:09:00,BARN001,SENSOR01_01,25.44,68.04,17.64
2024-01-01 01:10:00,BARN001,SENSOR01_02,22.76,64.42,12.08
2024-01-01 01:11:00,BARN001,SENSOR01_03,27.73,63.22,14.84
2024-01-01 01:12:00,BARN001,SENSOR01_01,27.49,66.14,15.98
2024-01-01 01:13:00,BARN001,SENSOR01_02,25.76,62.38,16.73
2024-01-01 01:14:00,BARN001,SENSOR01_03,24.69,65.09,11.72
2024-01-01 01:15:00,BARN001,SENSOR01_01,22.8,60.5,11.8
2024-01-01 01:16:00,BARN001,SENSOR01_02,24.25,64.65,15.62
2024-01-01 01:17:00,BARN001,SENSOR01_03,27.35,67.77,15.62
2024-01-01 01:18:00,BARN001,SENSOR01_01,25.48,62.51,15.59
2024-01-01 01:19:00,BARN001,SENSOR01_02,25.08,65.43,10.58
2024-01-01 01:20:00,BARN001,SENSOR01_03,26.97,66.02,16.98
2024-01-01 01:21:00,BARN001,SENSOR01_01,28.32,67.52,12.77
2024-01-01 01:22:00,BARN001,SENSOR01_02,26.55,64.52,14.15
2024-01-01 01:23:00,BARN001,SENSOR01_03,26.7,70.55,13.51
2024-01-01 01:24:00,BARN001,SENSOR01_01,28.84,54.56,12.69
2024-01-01 01:25:00,BARN001,SENSOR01_02,26.48,79.69,10.92
2024-01-01 01:26:00,BARN001,SENSOR01_03,25.54,60.58,9.97
2024-01-01 01:27:00,BARN001,SENSOR01_01,27.53,66.9,14.29
2024-01-01 01:28:00,BARN001,SENSOR01_02,25.7,60.13,10.46
2024-01-01 01:29:00,BARN001,SENSOR01_03,25.51,67.99,11.18
2024-01-01 01:30:00,BARN001,SENSOR01_01,28.82,66.1,14.01
2024-01-01 01:31:00,BARN001,SENSOR01_02,25.71,61.41,8.23
2024-01-01 01:32:00,BARN001,SENSOR01_03,21.01,69.98,13.66
2024-01-01 01:33:00,BARN001,SENSOR01_01,27.04,63.74,9.09
2024-01-01 01:34:00,BARN001,SENSOR01_02,25.58,67.25,13.32
2024-01-01 01:35:00,BARN001,SENSOR01_03,25.82,59.88,13.57
2024-01-01 01:36:00,BARN001,SENSOR01_01,27.33,64.27,15.07
2024-01-01 01:37:00,BARN001,SENSOR01_02,26.11,74.39,13.55
2024-01-01 01:38:00,BARN001,SENSOR01_03,26.89,69.15,17.9
2024-01-01 01:39:00,BARN001,SENSOR01_01,26.17,65.83,27.32
2024-01-01 01:40:00,BARN001,SENSOR01_02,24.62,62.01,15.29
2024-01-01 01:41:00,BARN001,SENSOR01_03,29.33,64.55,13.15
2024-01-01 01:42:00,BARN001,SENSOR01_01,26.5,65.17,13.99
2024-01-01 01:43:00,BARN001,SENSOR01_02,23.21,66.39,15.85
2024-01-01 01:44:00,BARN001,SENSOR01_03,24.43,58.73,12.65
2024-01-01 01:45:00,BARN001,SENSOR01_01,24.6,67.42,13.56
2024-01-01 01:46:00,BARN001,SENSOR01_02,26.81,58.6,15.8
2024-01-01 01:47:00,BARN001,SENSOR01_03,25.75,72.18,12.04
2024-01-01 01:48:00,BARN001,SENSOR01_01,25.31,60.13,9.07
2024-01-01 01:49:00,BARN001,SENSOR01_02,26.65,65.45,14.3
2024-01-01 01:50:00,BARN001,SENSOR01_03,27.61,68.97,16.06
2024-01-01 01:51:00,BARN001,SENSOR01_01,26.15,62.66,10.94
2024-01-01 01:52:00,BARN001,SENSOR01_02,25.53,65.6,14.8
2024-01-01 01:53:00,BARN001,SENSOR01_03,25.85,71.06,14.9
2024-01-01 01:54:00,BARN001,SENSOR01_01,27.38,66.68,9.46
2024-01-01 01:55:00,BARN001,SENSOR01_02,26.69,65.62,11.93
2024-01-01 01:56:00,BARN001,SENSOR01_03,28.25,55.41,13.48
2024-01-01 01:57:00,BARN001,SENSOR01_01,24.42,59.15,12.76
2024-01-01 01:58:00,BARN001,SENSOR01_02,25.18,69.04,11.86
2024-01-01 01:59:00,BARN001,SENSOR01_03,24.59,66.64,24.97
2024-01-01 02:00:00,BARN001,SENSOR01_01,25.13,67.39,16.68
2024-01-01 02:01:00,BARN001,SENSOR01_02,29.51,66.96,14.43
2024-01-01 02:02:00,BARN001,SENSOR01_03,29.55,70.22,13.27
2024-01-01 02:03:00,BARN001,SENSOR01_01,29.53,62.46,14.57
2024-01-01 02:04:00,BARN001,SENSOR01_02,24.98,64.37,14.37
2024-01-01 02:05:00,BARN001,SENSOR01_03,26.9,58.62,13.97
2024-01-01 02:06:00,BARN001,SENSOR01_01,25.76,57.38,13.11
2024-01-01 02:07:00,BARN001,SENSOR01_02,28.59,55.55,13.07
2024-01-01 02:08:00,BARN001,SENSOR01_03,30.15,59.35,13.52
2024-01-01 02:09:00,BARN001,SENSOR01_01,28.49,71.54,13.15
2024-01-01 02:10:00,BARN001,SENSOR01_02,26.75,56.02,14.5
2024-01-01 02:11:00,BARN001,SENSOR01_03,26.0,62.28,11.61
2024-01-01 02:12:00,BARN001,SENSOR01_01,28.02,57.34,14.99
2024-01-01 02:13:00,BARN001,SENSOR01_02,24.27,60.82,15.9
2024-01-01 02:14:00,BARN001,SENSOR01_03,27.79,64.68,14.78
2024-01-01 02:15:00,BARN001,SENSOR01_01,24.88,60.35,12.52
2024-01-01 02:16:00,BARN001,SENSOR01_02,27.94,69.31,11.58
2024-01-01 02:17:00,BARN001,SENSOR01_03,26.37,71.55,16.86
2024-01-01 02:18:00,BARN001,SENSOR01_01,25.9,52.66,11.23
2024-01-01 02:19:00,BARN001,SENSOR01_02,24.9,60.51,14.96
2024-01-01 02:20:00,BARN001,SENSOR01_03,25.94,64.24,14.86
2024-01-01 02:21:00,BARN001,SENSOR01_01,27.76,69.6,13.65
2024-01-01 02:22:00,BARN001,SENSOR01_02,28.82,61.73,34.28
2024-01-01 02:23:00,BARN001,SENSOR01_03,27.67,63.93,10.43
2024-01-01 02:24:00,BARN001,SENSOR01_01,29.33,58.27,15.26
2024-01-01 02:25:00,BARN001,SENSOR01_02,31.66,56.42,16.54
2024-01-01 02:26:00,BARN001,SENSOR01_03,25.92,71.35,11.39
2024-01-01 02:27:00,BARN001,SENSOR01_01,26.14,55.03,13.33
2024-01-01 02:28:00,BARN001,SENSOR01_02,23.66,75.83,12.97
2024-01-01 02:29:00,BARN001,SENSOR01_03,28.9,67.85,15.63
2024-01-01 02:30:00,BARN001,SENSOR01_01,29.1,67.66,14.53
2024-01-01 02:31:00,BARN001,SENSOR01_02,24.74,67.18,9.97
2024-01-01 02:32:00,BARN001,SENSOR01_03,31.28,63.08,29.44
2024-01-01 02:33:00,BARN001,SENSOR01_01,28.87,66.35,14.91
2024-01-01 02:34:00,BARN001,SENSOR01_02,26.87,63.49,15.54
2024-01-01 02:35:00,BARN001,SENSOR01_03,28.09,67.24,12.99
2024-01-01 02:36:00,BARN001,SENSOR01_01,30.33,64.36,48.17
2024-01-01 02:37:00,BARN001,SENSOR01_02,23.91,59.82,9.18
2024-01-01 02:38:00,BARN001,SENSOR01_03,28.42,60.27,13.19
2024-01-01 02:39:00,BARN001,SENSOR01_01,28.94,59.75,14.31
2024-01-01 02:40:00,BARN001,SENSOR01_02,27.73,69.58,13.72
2024-01-01 02:41:00,BARN001,SENSOR01_03,24.33,61.7,10.63
2024-01-01 02:42:00,BARN001,SENSOR01_01,24.71,55.28,14.1
2024-01-01 02:43:00,BARN001,SENSOR01_02,23.92,66.88,13.71
2024-01-01 02:44:00,BARN001,SENSOR01_03,27.69,72.53,14.2
2024-01-01 02:45:00,BARN001,SENSOR01_01,28.66,68.88,15.06
2024-01-01 02:46:00,BARN001,SENSOR01_02,26.94,62.06,13.03
2024-01-01 02:47:00,BARN001,SENSOR01_03,27.94,57.21,10.94
2024-01-01 02:48:00,BARN001,SENSOR01_01,24.29,64.53,11.65
2024-01-01 02:49:00,BARN001,SENSOR01_02,29.78,64.47,28.77
2024-01-01 02:50:00,BARN001,SENSOR01_03,23.22,60.49,13.09
2024-01-01 02:51:00,BARN001,SENSOR01_01,24.38,68.16,13.19
2024-01-01 02:52:00,BARN001,SENSOR01_02,27.65,74.71,15.19
2024-01-01 02:53:00,BARN001,SENSOR01_03,25.38,66.66,12.25
2024-01-01 02:54:00,BARN001,SENSOR01_01,28.24,66.42,14.32
2024-01-01 02:55:00,BARN001,SENSOR01_02,26.86,61.0,15.0
2024-01-01 02:56:00,BARN001,SENSOR01_03,31.22,72.75,14.99
2024-01-01 02:57:00,BARN001,SENSOR01_01,25.9,65.47,11.08
2024-01-01 02:58:00,BARN001,SENSOR01_02,22.86,63.02,10.73
2024-01-01 02:59:00,BARN001,SENSOR01_03,25.56,66.32,15.13
2024-01-01 03:00:00,BARN001,SENSOR01_01,23.66,68.44,15.68
2024-01-01 03:01:00,BARN001,SENSOR01_02,27.5,66.85,16.4
2024-01-01 03:02:00,BARN001,SENSOR01_03,25.59,72.27,13.94
2024-01-01 03:03:00,BARN001,SENSOR01_01,25.19,68.24,10.95
2024-01-01 03:04:00,BARN001,SENSOR01_02,25.18,64.99,13.34
2024-01-01 03:05:00,BARN001,SENSOR01_03,26.86,68.5,16.98
2024-01-01 03:06:00,BARN001,SENSOR01_01,24.43,69.08,14.36
2024-01-01 03:07:00,BARN001,SENSOR01_02,26.85,60.19,13.44
2024-01-01 03:08:00,BARN001,SENSOR01_03,27.34,72.51,15.26
2024-01-01 03:09:00,BARN001,SENSOR01_01,24.52,65.34,10.61
2024-01-01 03:10:00,BARN001,SENSOR01_02,23.31,65.56,11.4
2024-01-01 03:11:00,BARN001,SENSOR01_03,24.09,70.79,10.85
2024-01-01 03:12:00,BARN001,SENSOR01_01,26.49,70.86,14.68
2024-01-01 03:13:00,BARN001,SENSOR01_02,25.2,63.72,14.79
2024-01-01 03:14:00,BARN001,SENSOR01_03,26.23,71.33,13.36
2024-01-01 03:15:00,BARN001,SENSOR01_01,28.45,64.61,12.59
2024-01-01 03:16:00,BARN001,SENSOR01_02,25.34,76.61,13.36
2024-01-01 03:17:00,BARN001,SENSOR01_03,23.21,63.47,11.79
2024-01-01 03:18:00,BARN001,SENSOR01_01,26.89,68.91,12.27
2024-01-01 03:19:00,BARN001,SENSOR01_02,24.83,63.9,13.92
2024-01-01 03:20:00,BARN001,SENSOR01_03,26.42,79.02,12.21
2024-01-01 03:21:00,BARN001,SENSOR01_01,26.76,61.82,10.69
2024-01-01 03:22:00,BARN001,SENSOR01_02,22.65,70.74,9.9
2024-01-01 03:23:00,BARN001,SENSOR01_03,27.28,64.55,10.77
2024-01-01 03:24:00,BARN001,SENSOR01_01,26.28,66.55,14.17
2024-01-01 03:25:00,BARN001,SENSOR01_02,23.21,70.7,13.06
2024-01-01 03:26:00,BARN001,SENSOR01_03,24.97,74.66,13.49
2024-01-01 03:27:00,BARN001,SENSOR01_01,24.82,76.76,14.42
2024-01-01 03:28:00,BARN001,SENSOR01_02,24.3,61.07,15.47
2024-01-01 03:29:00,BARN001,SENSOR01_03,25.94,70.2,12.39
2024-01-01 03:30:00,BARN001,SENSOR01_01,27.02,76.27,14.71
2024-01-01 03:31:00,BARN001,SENSOR01_02,24.1,60.66,9.87
2024-01-01 03:32:00,BARN001,SENSOR01_03,26.69,70.77,16.56
2024-01-01 03:33:00,BARN001,SENSOR01_01,25.95,69.3,11.09
2024-01-01 03:34:00,BARN001,SENSOR01_02,24.38,71.49,11.69
2024-01-01 03:35:00,BARN001,SENSOR01_03,22.38,65.67,33.77
2024-01-01 03:36:00,BARN001,SENSOR01_01,21.5,62.47,9.19
2024-01-01 03:37:00,BARN001,SENSOR01_02,20.75,60.2,12.09
2024-01-01 03:38:00,BARN001,SENSOR01_03,24.02,74.76,13.43
2024-01-01 03:39:00,BARN001,SENSOR01_01,21.92,75.52,11.99
2024-01-01 03:40:00,BARN001,SENSOR01_02,23.49,71.63,9.76
2024-01-01 03:41:00,BARN001,SENSOR01_03,22.45,67.56,16.5
2024-01-01 03:42:00,BARN001,SENSOR01_01,19.88,62.23,12.86
2024-01-01 03:43:00,BARN001,SENSOR01_02,24.11,73.28,18.3
2024-01-01 03:44:00,BARN001,SENSOR01_03,22.51,65.08,10.94
2024-01-01 03:45:00,BARN001,SENSOR01_01,23.44,67.15,14.74
2024-01-01 03:46:00,BARN001,SENSOR01_02,21.19,67.89,39.48
2024-01-01 03:47:00,BARN001,SENSOR01_03,22.49,69.96,11.96
2024-01-01 03:48:00,BARN001,SENSOR01_01,26.22,67.27,16.48
2024-01-01 03:49:00,BARN001,SENSOR01_02,23.29,71.35,11.97
2024-01-01 03:50:00,BARN001,SENSOR01_03,24.07,68.2,12.3
2024-01-01 03:51:00,BARN001,SENSOR01_01,20.37,74.94,4.97
2024-01-01 03:52:00,BARN001,SENSOR01_02,27.63,76.71,14.9
2024-01-01 03:53:00,BARN001,SENSOR01_03,26.48,72.22,11.09
2024-01-01 03:54:00,BARN001,SENSOR01_01,25.46,74.11,12.33
2024-01-01 03:55:00,BARN001,SENSOR01_02,24.33,82.51,11.04
2024-01-01 03:56:00,BARN001,SENSOR01_03,22.64,66.18,11.85
2024-01-01 03:57:00,BARN001,SENSOR01_01,23.43,66.0,13.71
2024-01-01 03:58:00,BARN001,SENSOR01_02,24.58,75.77,13.19
2024-01-01 03:59:00,BARN001,SENSOR01_03,21.16,82.15,13.56
2024-01-01 04:00:00,BARN001,SENSOR01_01,21.47,71.24,14.77
2024-01-01 04:01:00,BARN001,SENSOR01_02,16.48,81.3,19.86
2024-01-01 04:02:00,BARN001,SENSOR01_03,20.69,73.28,11.05
2024-01-01 04:03:00,BARN001,SENSOR01_01,25.49,69.52,15.36
2024-01-01 04:04:00,BARN001,SENSOR01_02,21.44,68.09,14.3
2024-01-01 04:05:00,BARN001,SENSOR01_03,21.41,76.32,13.7
2024-01-01 04:06:00,BARN001,SENSOR01_01,22.62,68.72,10.68
2024-01-01 04:07:00,BARN001,SENSOR01_02,18.69,73.83,12.25
2024-01-01 04:08:00,BARN001,SENSOR01_03,23.75,81.47,13.14
2024-01-01 04:09:00,BARN001,SENSOR01_01,27.69,72.14,42.09
2024-01-01 04:10:00,BARN001,SENSOR01_02,22.48,80.37,11.4
2024-01-01 04:11:00,BARN001,SENSOR01_03,24.97,67.85,9.95
2024-01-01 04:12:00,BARN001,SENSOR01_01,18.95,71.38,12.86
2024-01-01 04:13:00,BARN001,SENSOR01_02,25.23,67.14,8.25
2024-01-01 04:14:00,BARN001,SENSOR01_03,20.02,74.67,10.34
2024-01-01 04:15:00,BARN001,SENSOR01_01,18.86,78.33,9.41
2024-01-01 04:16:00,BARN001,SENSOR01_02,20.88,74.93,10.0
2024-01-01 04:17:00,BARN001,SENSOR01_03,25.03,80.81,11.81
2024-01-01 04:18:00,BARN001,SENSOR01_01,21.19,71.06,14.59
2024-01-01 04:19:00,BARN001,SENSOR01_02,19.3,76.06,13.23
2024-01-01 04:20:00,BARN001,SENSOR01_03,16.83,72.42,22.95
2024-01-01 04:21:00,BARN001,SENSOR01_01,20.83,76.99,14.31
2024-01-01 04:22:00,BARN001,SENSOR01_02,16.99,77.82,8.77
2024-01-01 04:23:00,BARN001,SENSOR01_03,18.32,78.34,8.89
2024-01-01 04:24:00,BARN001,SENSOR01_01,23.94,70.2,14.71
2024-01-01 04:25:00,BARN001,SENSOR01_02,23.44,71.23,13.99
2024-01-01 04:26:00,BARN001,SENSOR01_03,20.47,72.28,11.02
2024-01-01 04:27:00,BARN001,SENSOR01_01,19.74,74.73,9.45
2024-01-01 04:28:00,BARN001,SENSOR01_02,20.72,76.48,14.93
2024-01-01 04:29:00,BARN001,SENSOR01_03,25.24,79.71,9.93
2024-01-01 04:30:00,BARN001,SENSOR01_01,21.3,72.05,10.99
2024-01-01 04:31:00,BARN001,SENSOR01_02,22.24,68.4,12.93
2024-01-01 04:32:00,BARN001,SENSOR01_03,19.96,87.31,15.39
2024-01-01 04:33:00,BARN001,SENSOR01_01,20.43,70.99,12.69
2024-01-01 04:34:00,BARN001,SENSOR01_02,21.54,80.95,13.22
2024-01-01 04:35:00,BARN001,SENSOR01_03,20.44,77.05,10.79
2024-01-01 04:36:00,BARN001,SENSOR01_01,16.33,78.27,11.83
2024-01-01 04:37:00,BARN001,SENSOR01_02,22.63,77.12,12.79
2024-01-01 04:38:00,BARN001,SENSOR01_03,18.78,75.32,8.25
2024-01-01 04:39:00,BARN001,SENSOR01_01,24.17,79.68,14.63
2024-01-01 04:40:00,BARN001,SENSOR01_02,21.26,75.29,14.12
2024-01-01 04:41:00,BARN001,SENSOR01_03,19.97,83.43,13.39
2024-01-01 04:42:00,BARN001,SENSOR01_01,20.65,80.56,12.06
2024-01-01 04:43:00,BARN001,SENSOR01_02,19.5,80.83,9.73
2024-01-01 04:44:00,BARN001,SENSOR01_03,18.68,75.41,6.78
2024-01-01 04:45:00,BARN001,SENSOR01_01,20.02,76.88,12.12
2024-01-01 04:46:00,BARN001,SENSOR01_02,21.31,72.23,14.35
2024-01-01 04:47:00,BARN001,SENSOR01_03,18.56,76.52,13.35
2024-01-01 04:48:00,BARN001,SENSOR01_01,18.19,73.21,12.88
2024-01-01 04:49:00,BARN001,SENSOR01_02,18.66,85.07,11.25
2024-01-01 04:50:00,BARN001,SENSOR01_03,21.22,78.87,14.34
2024-01-01 04:51:00,BARN001,SENSOR01_01,22.17,79.58,14.3
2024-01-01 04:52:00,BARN001,SENSOR01_02,19.94,77.71,10.93
2024-01-01 04:53:00,BARN001,SENSOR01_03,20.32,79.93,13.25
2024-01-01 04:54:00,BARN001,SENSOR01_01,17.84,91.38,10.08
2024-01-01 04:55:00,BARN001,SENSOR01_02,20.8,77.66,13.12
2024-01-01 04:56:00,BARN001,SENSOR01_03,21.72,76.01,15.65
2024-01-01 04:57:00,BARN001,SENSOR01_01,17.53,82.02,8.61
2024-01-01 04:58:00,BARN001,SENSOR01_02,15.32,66.84,12.51
2024-01-01 04:59:00,BARN001,SENSOR01_03,16.4,79.89,12.59
2024-01-01 05:00:00,BARN001,SENSOR01_01,17.45,77.82,12.3
2024-01-01 05:01:00,BARN001,SENSOR01_02,21.06,74.82,12.29
2024-01-01 05:02:00,BARN001,SENSOR01_03,21.8,82.42,7.55
2024-01-01 05:03:00,BARN001,SENSOR01_01,17.76,80.25,10.98
2024-01-01 05:04:00,BARN001,SENSOR01_02,17.78,71.06,12.04
2024-01-01 05:05:00,BARN001,SENSOR01_03,19.07,76.94,10.45
2024-01-01 05:06:00,BARN001,SENSOR01_01,22.97,65.83,26.21
2024-01-01 05:07:00,BARN001,SENSOR01_02,20.31,81.83,14.78
2024-01-01 05:08:00,BARN001,SENSOR01_03,17.35,81.87,10.88
2024-01-01 05:09:00,BARN001,SENSOR01_01,20.25,76.58,12.78
2024-01-01 05:10:00,BARN001,SENSOR01_02,17.83,83.34,12.69
2024-01-01 05:11:00,BARN001,SENSOR01_03,21.75,74.32,25.61
2024-01-01 05:12:00,BARN001,SENSOR01_01,17.68,75.99,11.49
2024-01-01 05:13:00,BARN001,SENSOR01_02,16.95,83.0,13.52
2024-01-01 05:14:00,BARN001,SENSOR01_03,24.37,77.55,39.54
2024-01-01 05:15:00,BARN001,SENSOR01_01,20.22,80.77,11.94
2024-01-01 05:16:00,BARN001,SENSOR01_02,14.46,78.35,9.66
2024-01-01 05:17:00,BARN001,SENSOR01_03,17.11,79.2,11.47
2024-01-01 05:18:00,BARN001,SENSOR01_01,20.37,79.5,12.39
2024-01-01 05:19:00,BARN001,SENSOR01_02,15.53,77.88,13.23
2024-01-01 05:20:00,BARN001,SENSOR01_03,19.42,83.01,9.63
2024-01-01 05:21:00,BARN001,SENSOR01_01,19.17,78.44,10.99
2024-01-01 05:22:00,BARN001,SENSOR01_02,16.4,81.73,8.48
2024-01-01 05:23:00,BARN001,SENSOR01_03,17.75,78.09,9.1
2024-01-01 05:24:00,BARN001,SENSOR01_01,13.55,74.14,10.61
2024-01-01 05:25:00,BARN001,SENSOR01_02,21.23,86.44,13.78
2024-01-01 05:26:00,BARN001,SENSOR01_03,17.03,84.45,9.61
2024-01-01 05:27:00,BARN001,SENSOR01_01,19.22,93.47,13.11
2024-01-01 05:28:00,BARN001,SENSOR01_02,18.81,76.88,13.66
2024-01-01 05:29:00,BARN001,SENSOR01_03,20.26,81.12,15.74
2024-01-01 05:30:00,BARN001,SENSOR01_01,16.65,81.59,10.93
2024-01-01 05:31:00,BARN001,SENSOR01_02,17.89,87.25,9.88
2024-01-01 05:32:00,BARN001,SENSOR01_03,18.57,79.83,9.36
2024-01-01 05:33:00,BARN001,SENSOR01_01,19.16,76.57,9.34
2024-01-01 05:34:00,BARN001,SENSOR01_02,19.69,88.53,14.2
2024-01-01 05:35:00,BARN001,SENSOR01_03,16.4,80.97,7.69
2024-01-01 05:36:00,BARN001,SENSOR01_01,16.0,87.0,13.03
2024-01-01 05:37:00,BARN001,SENSOR01_02,20.02,86.48,10.06
2024-01-01 05:38:00,BARN001,SENSOR01_03,13.19,82.58,8.38
2024-01-01 05:39:00,BARN001,SENSOR01_01,20.38,81.91,11.61
2024-01-01 05:40:00,BARN001,SENSOR01_02,16.61,80.88,9.37
2024-01-01 05:41:00,BARN001,SENSOR01_03,15.2,82.81,21.87
2024-01-01 05:42:00,BARN001,SENSOR01_01,15.8,87.25,14.16
2024-01-01 05:43:00,BARN001,SENSOR01_02,17.04,79.0,9.59
2024-01-01 05:44:00,BARN001,SENSOR01_03,19.65,83.58,10.83
2024-01-01 05:45:00,BARN001,SENSOR01_01,18.63,77.49,11.06
2024-01-01 05:46:00,BARN001,SENSOR01_02,18.05,78.16,12.29
2024-01-01 05:47:00,BARN001,SENSOR01_03,17.22,83.02,10.66
2024-01-01 05:48:00,BARN001,SENSOR01_01,14.13,73.41,12.81
2024-01-01 05:49:00,BARN001,SENSOR01_02,15.31,93.56,12.68
2024-01-01 05:50:00,BARN001,SENSOR01_03,12.5,77.33,24.13
2024-01-01 05:51:00,BARN001,SENSOR01_01,16.0,83.13,23.86
2024-01-01 05:52:00,BARN001,SENSOR01_02,17.09,89.21,13.96
2024-01-01 05:53:00,BARN001,SENSOR01_03,18.9,79.09,10.48
2024-01-01 05:54:00,BARN001,SENSOR01_01,17.86,71.92,10.57
2024-01-01 05:55:00,BARN001,SENSOR01_02,17.01,81.24,9.84
2024-01-01 05:56:00,BARN001,SENSOR01_03,21.43,79.12,11.21
